"Patch Set 5: Looks good to me, but someone else must approve

",0
"Patch Set 5: (2 inline comments)

Couple notes inline..
The above looks like it should be removed...
Isn't the type for id an Integer?",1
Uploaded patch set 6.,0
"Patch Set 6: Looks good to me, but someone else must approve

",0
Uploaded patch set 7.,0
"Patch Set 7: Looks good to me, but someone else must approve

",0
Uploaded patch set 8.,0
"Patch Set 8: Looks good to me, but someone else must approve

",0
Uploaded patch set 9.,0
"Patch Set 9: Looks good to me, but someone else must approve

",0
"Patch Set 9: Looks good to me, approved

",0
Uploaded patch set 10.,0
"Patch Set 10: Looks good to me, approved

",0
"Patch Set 1: Looks good to me (core reviewer)

",0
"Patch Set 1: Looks good to me (core reviewer); Approved

",0
"Patch Set 1:

I don't see anything bad with this patch, however I planned to remove/rename this section while implementing 
https://blueprints.launchpad.net/quantum/+spec/service-type-framework-cleanup

As far as I understand it's just a change to comply with a low-case section names.",0
Uploaded patch set 1.,0
"Patch Set 1: Code-Review-1

(2 comments)
is there a reason to set this to 'non-True' as opposed to 'False'. I would think the later is what a customer would set it to.
I'm not quite sure of the relevancy of this line....that section of code highlighted is only responsible for special handling of the final 'enabled' attribute, I think, as opposed to the processing of the 'user_enabled_default' attribute.",1
"Patch Set 1:

(2 comments)
yeah, customer can set with any string except 'True', ""False' can be used frequently. 

To be clear:  string s s.lower()='true' or any string b  b.lower()!='true'
We got value self.enabled_default in 
in https://github.com/openstack/keystone/blob/af4e98c770d771144463e6dd49cb4b559d48c403/keystone/identity/backends/ldap/core.py#L291

then to handle with the logic in above code section.  Maybe we can just remove the link.",0
Uploaded patch set 2: Commit message was updated.,0
"Patch Set 2: Code-Review+1

Personally I'd prefer we use 'False' as the non-True value, since that more closely resembles what would happen in the fields, but would not hold it up for that.",0
"Patch Set 2:

> Personally I'd prefer we use 'False' as the non-True value, since
 > that more closely resembles what would happen in the fields, but
 > would not hold it up for that.

will use 'False' in the test",0
Uploaded patch set 3.,0
"Patch Set 3: Code-Review+2

Thanks for changing the test - lgtm.",0
"Patch Set 3: Code-Review-1

(1 comment)
This test is still adding some value because it's testing something other than just config. Is there any reason to not keep this test?",1
"Patch Set 3:

(1 comment)
This method is duplicated with method in 1190 if we test with string 'False'",0
"Patch Set 3: Code-Review+2 Workflow+1

(1 comment)
Aha - sure. Makes sense!",0
"Patch Set 3:

recheck",0
Change has been successfully merged into the git repository by Jenkins,0
Uploaded patch set 1.,0
"Patch Set 1:

Build succeeded.

- nova-out-of-tree-pvm http://184.172.12.213/58/540258/1/check/nova-out-of-tree-pvm/82b0b5f : SUCCESS in 48m 52s
- nova-in-tree-pvm http://184.172.12.213/58/540258/1/check/nova-in-tree-pvm/3b8a328 : SUCCESS in 41m 40s",0
"Patch Set 1:

Testing completed on the zVM Driver CI system check-nova pipeline.  To recheck only the zVM driver plugins, submit a comment with only zvm: recheck in the comment. Contact information: zvmosci@us.ibm.com. For information see https://wiki.openstack.org/wiki/ZVMDriver.

- check-nova-master http://extbasicopstackcilog01.podc.sl.edst.ibm.com/test_logs/jenkins-check-nova-master-13575 : SUCCESS in 51m 33s",0
"Patch Set 1: Verified+1

Build succeeded. Test completed on IBM PowerKVM platform. For rechecking only on the IBM PowerKVM CI, add a review comment with pkvm: recheck. For contact and more information, see https://wiki.openstack.org/wiki/PowerKVM

- tempest-dsvm-full-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/1/check/tempest-dsvm-full-xenial/4d97aa2/ : SUCCESS in 1h 01m 41s
- grenade-dsvm-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/1/check/grenade-dsvm-xenial/96e20f2/ : SUCCESS in 47m 07s (non-voting)",0
"Patch Set 1:

Testing succeeded on ubuntu-xenial-s390x. For rechecking only on the ubuntu-xenail-s390x CI, add a review comment with recheck-zkvm. Contact info: zkvm-ci@linux.vnet.ibm.com. For more information, see https://wiki.openstack.org/wiki/ThirdPartySystems/IBM_zKVM_CI

- check-tempest-dsvm-neutron-full-ubuntu-xenial-s390x http://sng01.objectstorage.softlayer.net/v1/AUTH_1940ea10-6e82-4501-b2f9-eb236510e575/ibmzkvmci/production/540258/1/check-tempest-dsvm-neutron-full-ubuntu-xenial-s390x/51ff5e5 : SUCCESS in 1h 21m 25s",0
"Patch Set 1:

Build succeeded.

- nova-dsvm-full-tempest http://cloudbase-ci.com/nova/540258/1/ : SUCCESS in 2h 07m 37s",0
"Patch Set 1:

Build succeeded.

- dsvm-tempest-neutron-network http://dd6b71949550285df7dc-dda4e480e005aaa13ec303551d2d8155.r49.cf1.rackcdn.com/58/540258/1/check/dsvm-tempest-neutron-network/5f6bf28 : SUCCESS in 2h 13m 46s",0
Uploaded patch set 2.,0
"Patch Set 2:

Testing completed on the zVM Driver CI system check-nova pipeline and failed.  To recheck only the zVM driver plugins, submit a comment with only  zvm: recheck in the comment.. Contact information: zvmosci@us.ibm.com. For information see https://wiki.openstack.org/wiki/ZVMDriver.

- check-nova-master http://extbasicopstackcilog01.podc.sl.edst.ibm.com/test_logs/jenkins-check-nova-master-13762 : FAILURE in 44m 23s",0
"Patch Set 2: Verified-1

Build failed. Test completed on IBM PowerKVM platform. For rechecking only on the IBM PowerKVM CI, add a review comment with pkvm: recheck. For contact and more information, see https://wiki.openstack.org/wiki/PowerKVM

- tempest-dsvm-full-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/2/check/tempest-dsvm-full-xenial/eb4f227/ : FAILURE in 49m 44s
- grenade-dsvm-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/2/check/grenade-dsvm-xenial/7f8bbba/ : SUCCESS in 39m 40s (non-voting)",0
"Patch Set 2:

Build succeeded.

- nova-out-of-tree-pvm http://184.172.12.213/58/540258/2/check/nova-out-of-tree-pvm/9172c52 : SUCCESS in 56m 03s
- nova-in-tree-pvm http://184.172.12.213/58/540258/2/check/nova-in-tree-pvm/6106662 : SUCCESS in 58m 02s",0
"Patch Set 2:

Testing succeeded on ubuntu-xenial-s390x. For rechecking only on the ubuntu-xenail-s390x CI, add a review comment with recheck-zkvm. Contact info: zkvm-ci@linux.vnet.ibm.com. For more information, see https://wiki.openstack.org/wiki/ThirdPartySystems/IBM_zKVM_CI

- check-tempest-dsvm-neutron-full-ubuntu-xenial-s390x http://sng01.objectstorage.softlayer.net/v1/AUTH_1940ea10-6e82-4501-b2f9-eb236510e575/ibmzkvmci/production/540258/2/check-tempest-dsvm-neutron-full-ubuntu-xenial-s390x/7eb4628 : SUCCESS in 1h 36m 52s",0
"Patch Set 2:

Build succeeded.

- dsvm-tempest-neutron-network http://dd6b71949550285df7dc-dda4e480e005aaa13ec303551d2d8155.r49.cf1.rackcdn.com/58/540258/2/check/dsvm-tempest-neutron-network/9ede3aa : SUCCESS in 2h 28m 29s",0
"Patch Set 2:

For rechecking only on the Cloudbase Hyper-V CI, add a review comment with check hyper-v

- nova-dsvm-full-tempest http://cloudbase-ci.com//nova/540258/2/ : FAILURE in 6h 19m 10s",0
"Patch Set 2:

zvm:recheck",0
Patch Set 2: Code-Review+1,0
"Patch Set 2:

Testing completed on the zVM Driver CI system check-nova pipeline.  To recheck only the zVM driver plugins, submit a comment with only zvm: recheck in the comment. Contact information: zvmosci@us.ibm.com. For information see https://wiki.openstack.org/wiki/ZVMDriver.

- check-nova-master http://extbasicopstackcilog01.podc.sl.edst.ibm.com/test_logs/jenkins-check-nova-master-13807 : SUCCESS in 1h 28m 16s",0
"Patch Set 2: Code-Review+2

(1 comment)

LGTM!
Cheers,
gibi
nit: unnecessary change",1
"Patch Set 2:

pkvm: recheck",0
"Patch Set 2:

Testing completed on the zVM Driver CI system check-nova pipeline.  To recheck only the zVM driver plugins, submit a comment with only zvm: recheck in the comment. Contact information: zvmosci@us.ibm.com. For information see https://wiki.openstack.org/wiki/ZVMDriver.

- check-nova-master http://extbasicopstackcilog01.podc.sl.edst.ibm.com/test_logs/jenkins-check-nova-master-13867 : SUCCESS in 1h 01m 28s",0
"Patch Set 2: Verified+1

Build succeeded. Test completed on IBM PowerKVM platform. For rechecking only on the IBM PowerKVM CI, add a review comment with pkvm: recheck. For contact and more information, see https://wiki.openstack.org/wiki/PowerKVM

- tempest-dsvm-full-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/2/check/tempest-dsvm-full-xenial/582ca3d/ : SUCCESS in 1h 01m 35s
- grenade-dsvm-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/2/check/grenade-dsvm-xenial/8758b83/ : SUCCESS in 40m 54s (non-voting)",0
"Patch Set 2:

(1 comment)
Since we shouldn't have nova-computes in cell0, we could optimize and call scatter_gather_skip_cell0 here.",1
"Patch Set 2: Code-Review-1

Let's skip cell0 since any instances in a group in cell0 won't have a host, so we can ignore them and optimize the query.

Otherwise this looks OK to me.

Ideally we'd have a functional regression test to go with this, but that could be done separately.",1
"Patch Set 2:

(1 comment)
I had been thinking we could have group members in ERROR state in cell0, but we only put instances with no host in cell0, so they would not be valid group members anyway. So, I agree, we could skip cell0 here.",0
Uploaded patch set 3.,0
Patch Set 3: Code-Review+2,0
Patch Set 3: Code-Review+1,0
"Patch Set 3: Verified+1

Build succeeded. Test completed on IBM PowerKVM platform. For rechecking only on the IBM PowerKVM CI, add a review comment with pkvm: recheck. For contact and more information, see https://wiki.openstack.org/wiki/PowerKVM

- tempest-dsvm-full-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/3/check/tempest-dsvm-full-xenial/e2eabcc/ : SUCCESS in 57m 06s
- grenade-dsvm-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/3/check/grenade-dsvm-xenial/18af180/ : SUCCESS in 40m 39s (non-voting)",0
"Patch Set 3:

Build succeeded.

- nova-out-of-tree-pvm http://184.172.12.213/58/540258/3/check/nova-out-of-tree-pvm/0475a9f : SUCCESS in 1h 19m 56s
- nova-in-tree-pvm http://184.172.12.213/58/540258/3/check/nova-in-tree-pvm/42db2c7 : SUCCESS in 1h 15m 33s",0
"Patch Set 3:

Testing completed on the zVM Driver CI system check-nova pipeline.  To recheck only the zVM driver plugins, submit a comment with only zvm: recheck in the comment. Contact information: zvmosci@us.ibm.com. For information see https://wiki.openstack.org/wiki/ZVMDriver.

- check-nova-master http://extbasicopstackcilog01.podc.sl.edst.ibm.com/test_logs/jenkins-check-nova-master-13944 : SUCCESS in 1h 27m 21s",0
"Patch Set 3:

Testing succeeded on ubuntu-xenial-s390x. For rechecking only on the ubuntu-xenail-s390x CI, add a review comment with recheck-zkvm. Contact info: zkvm-ci@linux.vnet.ibm.com. For more information, see https://wiki.openstack.org/wiki/ThirdPartySystems/IBM_zKVM_CI

- check-tempest-dsvm-neutron-full-ubuntu-xenial-s390x http://sng01.objectstorage.softlayer.net/v1/AUTH_1940ea10-6e82-4501-b2f9-eb236510e575/ibmzkvmci/production/540258/3/check-tempest-dsvm-neutron-full-ubuntu-xenial-s390x/4792061 : SUCCESS in 1h 34m 44s",0
"Patch Set 3:

Build succeeded.

- dsvm-tempest-neutron-network http://dd6b71949550285df7dc-dda4e480e005aaa13ec303551d2d8155.r49.cf1.rackcdn.com/58/540258/3/check/dsvm-tempest-neutron-network/e5d09b6 : SUCCESS in 2h 41m 24s",0
"Patch Set 3:

For rechecking only on the Cloudbase Hyper-V CI, add a review comment with check hyper-v

- nova-dsvm-full-tempest http://cloudbase-ci.com//nova/540258/3/ : FAILURE in 3h 32m 37s",0
"Patch Set 3: Code-Review-1

(1 comment)
This is remotable, which means it really shouldn't be scanning across cells. Remotable methods are only really used by db-isolated services, which means compute and the like, which can't talk to other cells anyway.

This is why we have a dedicated method for this in service:

https://github.com/openstack/nova/blob/master/nova/objects/service.py#L461

I bet bringing this up will remind Matt, as I think he was part of the initial discussion on this :)",1
Uploaded patch set 4.,0
"Patch Set 3:

(1 comment)
I have no idea what you're talking about.",0
"Patch Set 4: Verified+1

Build succeeded. Test completed on IBM PowerKVM platform. For rechecking only on the IBM PowerKVM CI, add a review comment with pkvm: recheck. For contact and more information, see https://wiki.openstack.org/wiki/PowerKVM

- tempest-dsvm-full-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/4/check/tempest-dsvm-full-xenial/94dc01f/ : SUCCESS in 58m 47s
- grenade-dsvm-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/4/check/grenade-dsvm-xenial/1cbdf3d/ : SUCCESS in 47m 19s (non-voting)",0
"Patch Set 4:

Build failed. Comment 'powervm: recheck' to recheck.
 For 3rd party CI contact info: https://wiki.openstack.org/wiki/ThirdPartySystems/IBM_PowerVM_CI

- nova-out-of-tree-pvm http://184.172.12.213/58/540258/4/check/nova-out-of-tree-pvm/62515bc : SUCCESS in 1h 09m 43s
- nova-in-tree-pvm http://184.172.12.213/58/540258/4/check/nova-in-tree-pvm/1f567f5 : FAILURE in 1h 02m 33s",0
"Patch Set 4:

Testing completed on the zVM Driver CI system check-nova pipeline.  To recheck only the zVM driver plugins, submit a comment with only zvm: recheck in the comment. Contact information: zvmosci@us.ibm.com. For information see https://wiki.openstack.org/wiki/ZVMDriver.

- check-nova-master http://extbasicopstackcilog01.podc.sl.edst.ibm.com/test_logs/jenkins-check-nova-master-13962 : SUCCESS in 1h 11m 42s",0
"Patch Set 4:

Testing succeeded on ubuntu-xenial-s390x. For rechecking only on the ubuntu-xenail-s390x CI, add a review comment with recheck-zkvm. Contact info: zkvm-ci@linux.vnet.ibm.com. For more information, see https://wiki.openstack.org/wiki/ThirdPartySystems/IBM_zKVM_CI

- check-tempest-dsvm-neutron-full-ubuntu-xenial-s390x http://sng01.objectstorage.softlayer.net/v1/AUTH_1940ea10-6e82-4501-b2f9-eb236510e575/ibmzkvmci/production/540258/4/check-tempest-dsvm-neutron-full-ubuntu-xenial-s390x/7c28cce : SUCCESS in 1h 18m 22s",0
"Patch Set 4:

Build succeeded.

- dsvm-tempest-neutron-network http://dd6b71949550285df7dc-dda4e480e005aaa13ec303551d2d8155.r49.cf1.rackcdn.com/58/540258/4/check/dsvm-tempest-neutron-network/f4e9513 : SUCCESS in 1h 48m 11s
- test-vgpu http://dd6b71949550285df7dc-dda4e480e005aaa13ec303551d2d8155.r49.cf1.rackcdn.com/58/540258/4/check/test-vgpu/fba656a : SUCCESS in 15m 50s (non-voting)",0
"Patch Set 4:

Build succeeded.

- nova-dsvm-full-tempest http://cloudbase-ci.com/nova/540258/4/ : SUCCESS in 2h 39m 17s",0
Patch Set 4: Code-Review+1,0
Uploaded patch set 5.,0
"Patch Set 5: Code-Review+2

(2 comments)
This is genius.
This should be:

 if not 'hosts' in request_spec.instance_group:

for modern-ness and clean-ness, but this will work.",1
"Patch Set 5:

(1 comment)
Dangit, I keep forgetting about that.",0
Uploaded patch set 6.,0
Patch Set 6: Code-Review+2,0
"Patch Set 6: Verified+1

Build succeeded. Test completed on IBM PowerKVM platform. For rechecking only on the IBM PowerKVM CI, add a review comment with pkvm: recheck. For contact and more information, see https://wiki.openstack.org/wiki/PowerKVM

- tempest-dsvm-full-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/6/check/tempest-dsvm-full-xenial/ffa2af3/ : SUCCESS in 57m 42s
- grenade-dsvm-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/6/check/grenade-dsvm-xenial/c762678/ : SUCCESS in 39m 08s (non-voting)",0
"Patch Set 6:

Build succeeded.

- nova-out-of-tree-pvm http://184.172.12.213/58/540258/6/check/nova-out-of-tree-pvm/023cf4b : SUCCESS in 1h 08m 34s
- nova-in-tree-pvm http://184.172.12.213/58/540258/6/check/nova-in-tree-pvm/8837bda : SUCCESS in 59m 33s",0
"Patch Set 6:

Testing completed on the zVM Driver CI system check-nova pipeline.  To recheck only the zVM driver plugins, submit a comment with only zvm: recheck in the comment. Contact information: zvmosci@us.ibm.com. For information see https://wiki.openstack.org/wiki/ZVMDriver.

- check-nova-master http://extbasicopstackcilog01.podc.sl.edst.ibm.com/test_logs/jenkins-check-nova-master-14010 : SUCCESS in 1h 13m 47s",0
"Patch Set 6:

Testing succeeded on ubuntu-xenial-s390x. For rechecking only on the ubuntu-xenail-s390x CI, add a review comment with recheck-zkvm. Contact info: zkvm-ci@linux.vnet.ibm.com. For more information, see https://wiki.openstack.org/wiki/ThirdPartySystems/IBM_zKVM_CI

- check-tempest-dsvm-neutron-full-ubuntu-xenial-s390x http://sng01.objectstorage.softlayer.net/v1/AUTH_1940ea10-6e82-4501-b2f9-eb236510e575/ibmzkvmci/production/540258/6/check-tempest-dsvm-neutron-full-ubuntu-xenial-s390x/28be5c6 : SUCCESS in 1h 19m 36s",0
Uploaded patch set 7.,0
"Patch Set 7:

(1 comment)
I had to change from assertEqual to assertItemsEqual so that the order of the items won't affect the comparison.",0
"Patch Set 7: Verified+1

Build succeeded. Test completed on IBM PowerKVM platform. For rechecking only on the IBM PowerKVM CI, add a review comment with pkvm: recheck. For contact and more information, see https://wiki.openstack.org/wiki/PowerKVM

- tempest-dsvm-full-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/7/check/tempest-dsvm-full-xenial/6502bac/ : SUCCESS in 1h 06m 16s
- grenade-dsvm-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/7/check/grenade-dsvm-xenial/c4429ae/ : SUCCESS in 38m 46s (non-voting)",0
"Patch Set 7:

Testing completed on the zVM Driver CI system check-nova pipeline.  To recheck only the zVM driver plugins, submit a comment with only zvm: recheck in the comment. Contact information: zvmosci@us.ibm.com. For information see https://wiki.openstack.org/wiki/ZVMDriver.

- check-nova-master http://extbasicopstackcilog01.podc.sl.edst.ibm.com/test_logs/jenkins-check-nova-master-14020 : SUCCESS in 1h 20m 27s",0
"Patch Set 7:

Testing succeeded on ubuntu-xenial-s390x. For rechecking only on the ubuntu-xenail-s390x CI, add a review comment with recheck-zkvm. Contact info: zkvm-ci@linux.vnet.ibm.com. For more information, see https://wiki.openstack.org/wiki/ThirdPartySystems/IBM_zKVM_CI

- check-tempest-dsvm-neutron-full-ubuntu-xenial-s390x http://sng01.objectstorage.softlayer.net/v1/AUTH_1940ea10-6e82-4501-b2f9-eb236510e575/ibmzkvmci/production/540258/7/check-tempest-dsvm-neutron-full-ubuntu-xenial-s390x/fa4112a : SUCCESS in 1h 33m 14s",0
"Patch Set 7:

Build succeeded.

- nova-dsvm-full-tempest http://cloudbase-ci.com/nova/540258/7/ : SUCCESS in 2h 13m 42s",0
"Patch Set 7:

Build succeeded.

- dsvm-tempest-neutron-network http://dd6b71949550285df7dc-dda4e480e005aaa13ec303551d2d8155.r49.cf1.rackcdn.com/58/540258/7/check/dsvm-tempest-neutron-network/adc14c4 : SUCCESS in 2h 20m 46s
- test-vgpu http://dd6b71949550285df7dc-dda4e480e005aaa13ec303551d2d8155.r49.cf1.rackcdn.com/58/540258/7/check/test-vgpu/a07550c : SUCCESS in 16m 13s (non-voting)",0
"Patch Set 7:

Build failed. Comment 'powervm: recheck' to recheck.
 For 3rd party CI contact info: https://wiki.openstack.org/wiki/ThirdPartySystems/IBM_PowerVM_CI

- nova-out-of-tree-pvm http://184.172.12.213/58/540258/7/check/nova-out-of-tree-pvm/8576311 : FAILURE in 2h 36m 52s
- nova-in-tree-pvm http://184.172.12.213/58/540258/7/check/nova-in-tree-pvm/071829a : SUCCESS in 54m 18s",0
Patch Set 7: Code-Review+2,0
Patch Set 7: Code-Review+1,0
Patch Set 7: Code-Review+1,0
"Patch Set 7:

recheck it's been awhile",0
"Patch Set 7:

(1 comment)
Looks like several operations calls this when they have a cell-targeted context, like for cold migrate, live migrate, rebuild / evacuate and unshelve. In those cases, couldn't we simply restrict the hosts to the ones in the cell that the instance is already in?",1
"Patch Set 7:

(1 comment)
This depends I think - if you're doing a move operation, then the context is already targeted to a cell. For initial scheduling of the instance before it's created in a cell, yes this is correct.",0
"Patch Set 7:

Build succeeded. Test completed on IBM PowerKVM platform. For rechecking only on the IBM PowerKVM CI, add a review comment with pkvm: recheck. For contact and more information, see https://wiki.openstack.org/wiki/PowerKVM

- tempest-dsvm-full-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/7/check/tempest-dsvm-full-xenial/dec2fcf/ : SUCCESS in 1h 06m 24s
- grenade-dsvm-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/7/check/grenade-dsvm-xenial/51c9d2f/ : SUCCESS in 39m 48s (non-voting)",0
"Patch Set 7:

(3 comments)
Here, we could decide whether to scatter-gather based on whether the context is already targeted to a cell? If it is, don't scatter-gather, else do.
As discussed on IRC, we could be more efficient here if we know we're going to restrict ourselves to same-cell for move operations by not querying all cells in that case.

Each of the move methods in conductor/manager is decorated with @targets_cell which targets the context before passing it along. So that means in this method we could have an already-cell-targeted context.

We could decide whether or not to scatter-gather based on whether request_spec.requested_destination.cell is set. (And make sure we move all setup_instance_group calls *after* requested_destination.cell are set in conductor tasks.
We could have another condition here which checks:

 if 'requested_destination' in request_spec and
     request_spec.requested_destination.cell:

and do instead of scatter-gather:

 with request_spec.instance_group.obj_alternate_context(context):
     request_spec.instance_group.get_hosts()

and I think we would need to use obj_alternate_context because when the RequestSpec is queried in compute/api at the beginning of a move operation, the context isn't targeted yet, so the request_spec.instance_group object will also not have a _context targeted to a cell.

So, I think the bug I'm trying to fix affects move operations as well as instance creates.",0
"Patch Set 7:

Build succeeded.

- nova-dsvm-full-tempest http://cloudbase-ci.com/nova/540258/7/ : SUCCESS in 3h 06m 20s",0
Patch Set 7: -Code-Review,0
Uploaded patch set 8.,0
"Patch Set 8:

* pci-test http://52.27.155.124/pci/540258/8 : FAILURE",0
"Patch Set 8:

Testing completed on the zVM Driver CI system check-nova pipeline and failed.  To recheck only the zVM driver plugins, submit a comment with only  zvm: recheck in the comment.. Contact information: zvmosci@us.ibm.com. For information see https://wiki.openstack.org/wiki/ZVMDriver.

- check-nova-master http://extbasicopstackcilog01.podc.sl.edst.ibm.com/test_logs/jenkins-check-nova-master-16910 : FAILURE in 42m 45s",0
"Patch Set 8: Verified+1

Build succeeded. Test completed on IBM PowerKVM platform. For rechecking only on the IBM PowerKVM CI, add a review comment with pkvm: recheck. For contact and more information, see https://wiki.openstack.org/wiki/PowerKVM

- tempest-dsvm-full-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/8/check/tempest-dsvm-full-xenial/21399d1/ : SUCCESS in 56m 32s
- grenade-dsvm-xenial https://dal05.objectstorage.softlayer.net/v1/AUTH_3d8e6ecb-f597-448c-8ec2-164e9f710dd6/pkvmci/nova/58/540258/8/check/grenade-dsvm-xenial/bae84c1/ : SUCCESS in 46m 01s (non-voting)",0
"Patch Set 8:

Build succeeded.

- nova-out-of-tree-pvm http://184.172.12.213/58/540258/8/check/nova-out-of-tree-pvm/09fdd2b : SUCCESS in 57m 39s
- nova-in-tree-pvm http://184.172.12.213/58/540258/8/check/nova-in-tree-pvm/9f060ec : SUCCESS in 1h 01m 59s",0
"Patch Set 8:

Testing succeeded on ubuntu-xenial-s390x. For rechecking only on the ubuntu-xenail-s390x CI, add a review comment with recheck-zkvm. Contact info: zkvm-ci@linux.vnet.ibm.com. For more information, see https://wiki.openstack.org/wiki/ThirdPartySystems/IBM_zKVM_CI

- check-tempest-dsvm-neutron-full-ubuntu-xenial-s390x http://sng01.objectstorage.softlayer.net/v1/AUTH_1940ea10-6e82-4501-b2f9-eb236510e575/ibmzkvmci/production/540258/8/check-tempest-dsvm-neutron-full-ubuntu-xenial-s390x/081cbe7 : SUCCESS in 1h 19m 07s",0
